id,name,age,class,stream,subject,topic,difficulty,clarity,last_score,daily_hours,study_time,session_time,break_time,weekly_hours,days_left,exam_type,priority,syllabus_done,focus,distraction,consistency,revision,practice,learning_style,screen_time,sleep,stress,motivation,study_hours,revision_time,breaks,predicted_score,exam_year,exam_month,exam_day,exam_weekday
183,6,16,2,1,4,8,1,6,66,2,0,49,15,28,19,0,2,39,6,2,6,3,98,2,3,5,5,2,5,2,3,75,2026,8,8,5
184,4,17,1,1,2,7,0,5,58,2,1,58,8,29,26,0,2,67,7,2,6,4,104,1,4,8,3,10,5,2,3,87,2026,8,1,5
185,9,18,1,2,2,1,0,7,57,6,0,32,7,23,26,0,0,48,7,1,8,5,134,2,2,6,8,7,3,2,3,81,2026,8,21,4
186,7,17,0,2,0,8,1,10,74,4,2,59,13,37,23,1,0,79,7,1,6,5,143,0,5,8,10,2,2,1,2,85,2026,8,26,2
187,9,20,0,2,0,5,1,8,61,6,2,53,8,33,10,0,1,33,7,6,10,1,127,2,4,7,9,8,4,3,2,76,2026,8,1,5
188,2,16,0,0,0,6,0,1,60,3,0,58,14,36,9,1,1,56,1,9,10,2,131,2,2,6,4,4,5,1,3,89,2026,8,6,3
189,0,17,0,2,1,1,0,6,74,6,0,52,5,17,10,0,1,33,7,3,8,4,130,2,4,6,10,6,5,3,1,75,2026,8,26,2
190,5,17,1,1,2,8,2,4,60,4,1,53,8,26,28,0,0,77,8,5,2,2,120,2,3,7,6,9,4,2,1,71,2026,8,3,0
191,2,20,0,0,0,0,2,7,74,4,1,52,10,25,27,0,0,35,6,1,7,1,110,1,5,6,6,7,4,1,2,66,2026,8,1,5
192,7,20,1,1,0,6,1,7,71,2,2,40,8,21,11,0,1,61,5,6,8,5,104,0,6,6,3,7,2,3,1,68,2026,8,12,2
193,4,19,0,2,4,5,2,5,53,3,2,55,11,15,23,0,1,75,4,2,4,2,58,0,4,8,8,7,4,2,1,87,2026,8,1,5
194,2,18,1,2,2,3,0,2,65,6,0,37,8,36,8,0,1,56,8,3,10,1,88,2,6,7,3,8,4,2,2,83,2026,8,10,0
195,9,17,0,0,0,5,0,1,59,5,2,30,7,28,5,1,1,67,4,2,5,2,91,2,6,7,8,10,3,1,1,66,2026,8,18,1
196,8,19,2,0,3,9,2,9,78,3,1,33,14,33,18,1,2,64,6,4,7,1,141,2,4,7,2,4,2,3,1,72,2026,8,16,6
197,5,19,1,2,2,4,2,2,61,4,2,35,8,32,18,0,0,40,10,7,3,1,109,2,3,5,9,4,5,2,1,74,2026,8,22,5
198,5,17,1,1,4,8,0,1,54,6,0,37,12,40,14,0,1,48,3,2,5,2,91,2,4,5,4,5,5,2,2,83,2026,8,21,4
199,1,18,2,1,3,3,2,4,68,3,2,46,10,25,8,1,0,53,5,1,3,2,143,1,2,7,2,1,4,1,1,67,2026,8,21,4
200,9,18,1,2,0,7,0,10,79,6,2,60,15,26,11,1,0,56,8,10,9,3,84,2,4,5,3,2,5,1,3,77,2026,8,24,0
201,3,17,2,1,1,7,1,5,80,4,1,40,11,35,5,1,1,79,5,9,5,1,122,0,5,7,8,3,4,2,3,75,2026,8,10,0
202,7,19,2,1,3,9,2,10,62,5,1,60,14,30,20,1,2,61,10,6,8,1,110,1,6,7,6,8,5,2,1,78,2026,8,19,2
203,1,17,2,2,1,9,2,9,81,3,0,39,13,22,25,1,1,59,2,9,5,1,122,2,5,6,10,5,2,2,2,71,2026,8,12,2
204,9,16,1,1,4,7,1,5,80,2,2,43,13,21,19,1,0,59,1,8,9,1,80,0,3,6,2,3,2,2,3,64,2026,8,22,5
205,7,16,0,1,1,3,1,10,59,2,1,50,5,39,26,0,2,31,2,5,1,3,78,2,4,6,3,1,4,1,2,67,2026,8,20,3
206,2,20,2,0,3,0,2,2,71,6,2,53,13,30,13,1,1,49,10,4,5,1,122,0,3,7,1,3,3,1,1,75,2026,8,3,0
207,3,17,1,0,0,5,0,5,51,2,2,32,14,16,29,0,0,69,4,9,6,1,70,2,2,6,3,3,5,3,2,61,2026,8,20,3
208,8,19,1,0,1,1,2,8,87,6,2,55,6,30,21,0,0,38,3,4,7,1,62,0,3,5,5,9,3,1,3,70,2026,8,13,3
209,4,20,2,1,4,3,1,10,50,6,0,60,7,17,21,1,2,62,3,9,10,5,66,1,3,6,7,6,2,2,3,82,2026,8,15,5
210,0,20,0,2,0,1,0,5,86,6,2,58,10,30,8,1,1,63,3,1,1,2,50,1,3,8,6,6,2,1,2,87,2026,8,16,6
211,8,20,0,0,0,6,1,10,68,6,2,33,11,24,24,1,1,73,4,2,4,4,89,1,4,6,8,9,2,3,3,73,2026,8,19,2
212,6,19,0,2,0,5,2,9,80,2,0,32,8,36,7,0,2,60,1,2,3,2,76,0,3,5,9,9,5,1,3,89,2026,8,9,6
213,4,18,0,1,0,1,0,7,60,2,0,31,6,36,24,1,1,51,1,7,5,4,94,1,6,7,10,10,3,2,3,82,2026,8,17,0
214,1,16,2,2,0,5,0,8,56,6,0,33,5,16,14,1,1,53,6,6,5,2,81,0,6,7,3,4,4,3,3,86,2026,8,28,4
215,4,18,2,0,4,6,1,8,66,4,1,42,9,21,22,0,2,42,6,8,5,5,80,0,5,6,8,9,5,2,1,90,2026,8,20,3
216,1,17,1,1,2,3,0,6,56,6,2,53,12,31,12,1,2,40,1,7,4,2,121,1,4,8,10,5,4,1,1,64,2026,8,6,3
217,5,20,0,2,2,7,0,3,81,4,2,49,7,29,8,0,1,58,5,3,6,3,115,2,6,7,2,5,2,3,1,70,2026,8,7,4
218,4,17,1,1,2,4,2,2,53,6,0,57,10,33,11,0,0,37,5,8,1,4,57,1,5,5,4,3,5,1,1,66,2026,8,4,1
219,0,16,2,0,4,4,0,9,56,4,0,44,9,26,21,0,0,63,3,2,5,1,102,2,5,6,8,4,2,2,2,74,2026,8,4,1
220,2,16,1,1,0,5,1,2,68,2,1,37,8,31,21,0,2,68,9,10,3,5,136,1,6,8,5,8,2,2,2,77,2026,8,18,1
221,3,20,0,1,3,0,2,1,60,4,1,44,5,36,25,0,0,71,10,1,10,1,101,0,2,6,8,3,4,1,2,80,2026,8,13,3
222,4,17,1,1,4,1,2,4,72,5,1,60,15,28,16,0,1,47,10,10,5,2,129,1,4,6,3,10,5,2,2,71,2026,8,16,6
223,5,20,0,0,3,1,2,7,74,6,1,30,10,36,5,0,2,58,7,3,6,2,122,0,5,7,10,2,4,2,2,77,2026,8,6,3
224,5,19,2,1,1,2,2,9,76,6,2,36,14,30,23,0,2,80,7,1,8,1,99,1,4,5,10,4,3,1,1,68,2026,8,15,5
225,1,17,1,0,3,6,0,8,54,5,1,30,13,26,18,0,1,39,5,5,7,5,140,1,4,7,3,1,4,1,1,60,2026,8,21,4
226,2,17,2,2,3,4,0,4,83,5,1,34,11,22,12,1,2,51,2,4,5,2,107,2,2,8,6,9,4,2,2,79,2026,8,13,3
227,4,18,1,0,0,2,2,4,60,6,0,55,10,25,28,0,2,53,7,7,5,5,72,0,4,6,1,10,5,3,3,83,2026,8,28,4
228,5,19,2,2,3,6,2,4,77,5,2,37,7,26,15,1,0,70,6,2,5,5,78,0,3,8,2,10,3,1,1,90,2026,8,25,1
229,1,18,2,1,3,0,2,4,72,2,2,54,8,23,24,1,1,60,7,2,7,2,70,1,6,6,2,3,4,1,3,77,2026,8,28,4
230,1,17,2,1,4,9,1,8,67,2,2,51,10,33,29,1,0,53,8,6,9,4,103,2,3,6,4,6,4,1,3,80,2026,8,6,3
231,3,17,1,0,1,6,0,4,75,2,2,50,11,39,20,0,0,54,1,10,2,1,79,2,4,5,10,4,3,3,2,86,2026,8,28,4
232,3,17,2,2,4,3,1,3,81,5,2,44,11,19,15,0,2,74,3,1,6,4,90,2,3,5,10,10,5,2,1,76,2026,8,25,1
233,5,17,1,1,0,9,0,1,67,2,1,33,10,26,26,0,1,43,5,8,5,5,139,1,6,6,6,6,2,2,2,62,2026,8,28,4
234,5,16,2,2,4,1,0,1,84,3,0,53,5,28,29,1,2,56,10,2,6,4,60,0,6,7,5,2,5,1,2,70,2026,8,21,4
235,5,17,1,0,0,4,0,2,68,2,0,32,10,35,11,0,1,61,6,7,2,3,60,0,6,8,2,3,5,1,1,69,2026,8,14,4
236,7,17,2,1,1,4,0,2,55,6,0,46,6,18,9,1,0,50,3,2,2,1,76,0,4,8,5,5,5,1,2,90,2026,8,26,2
237,1,18,2,1,4,4,2,6,66,6,2,33,8,38,27,1,2,32,7,10,9,1,70,0,5,5,9,1,2,1,2,60,2026,8,24,0
238,9,18,0,0,4,4,1,10,52,6,1,53,9,26,11,1,2,35,7,8,4,1,86,2,3,8,5,5,3,3,3,63,2026,8,28,4
239,8,18,2,0,2,7,1,4,63,3,2,47,14,29,13,1,1,67,4,8,2,2,138,0,4,6,5,3,3,2,3,70,2026,8,7,4
240,2,17,1,2,0,8,1,7,80,5,0,49,7,39,18,1,1,43,2,4,3,1,57,0,4,8,1,5,4,1,1,66,2026,8,13,3
241,1,16,2,2,3,5,1,10,56,2,1,42,8,24,29,0,1,44,5,10,9,4,118,2,4,7,7,7,4,2,2,75,2026,8,16,6
242,7,19,2,1,4,1,2,1,67,6,1,36,12,20,14,1,0,36,9,6,5,1,52,0,3,5,3,3,4,1,1,80,2026,8,1,5
243,1,16,0,0,4,1,2,9,53,5,1,41,14,26,25,0,2,34,10,10,8,1,58,1,2,7,9,4,5,3,1,63,2026,8,21,4
244,6,19,0,0,3,0,1,9,62,5,2,30,10,28,30,0,1,73,5,4,10,3,64,1,5,8,8,2,3,2,3,70,2026,8,20,3
245,4,17,1,0,2,3,0,5,83,6,2,49,11,27,29,1,2,41,8,6,1,5,139,0,3,8,5,10,4,2,1,66,2026,8,21,4
246,5,16,1,1,1,7,2,9,90,3,2,59,9,21,22,0,1,77,3,6,2,2,125,0,4,5,4,4,4,2,3,62,2026,8,19,2
247,5,17,0,0,3,1,1,4,53,3,2,44,14,36,12,1,2,33,10,7,9,1,144,2,5,5,3,7,5,3,1,87,2026,8,22,5
248,5,17,0,2,4,0,1,10,79,6,1,48,14,24,26,1,2,74,2,6,4,5,65,0,2,8,6,2,3,1,1,84,2026,8,17,0
249,5,19,0,1,3,5,0,7,74,4,1,30,10,19,24,1,0,49,4,6,6,1,146,1,3,7,6,10,4,2,1,71,2026,8,3,0
250,1,20,0,2,4,4,0,7,57,5,1,44,7,32,19,0,0,66,4,5,1,2,150,0,2,7,9,4,2,3,3,70,2026,8,25,1
251,1,19,0,1,4,7,0,8,71,4,1,45,12,25,15,1,0,52,8,1,5,1,98,0,6,5,9,4,4,2,2,78,2026,8,10,0
252,4,20,2,1,4,2,0,8,57,5,2,44,6,29,13,0,0,64,7,5,4,1,85,0,6,8,3,1,4,2,1,79,2026,8,18,1
253,7,17,0,1,4,4,2,4,88,4,0,58,6,30,9,0,1,51,5,8,5,4,53,0,3,6,5,3,4,3,2,78,2026,8,26,2
254,9,19,0,0,4,3,2,1,70,5,0,58,9,32,25,1,1,75,7,10,4,4,57,0,5,8,7,2,4,2,3,63,2026,8,22,5
255,7,19,1,2,3,7,2,9,75,3,2,39,6,20,13,1,0,55,7,8,10,5,122,0,3,8,10,5,4,2,3,84,2026,8,15,5
256,7,19,1,2,3,7,0,10,79,6,0,51,14,19,10,1,2,51,7,1,3,3,147,0,5,6,2,8,3,2,3,67,2026,8,17,0
257,9,19,1,0,4,7,0,2,83,3,2,45,6,36,15,1,2,36,3,9,7,4,136,2,3,8,8,10,5,1,3,78,2026,8,16,6
258,0,18,1,2,2,5,0,3,63,6,2,42,11,27,24,1,1,40,8,10,8,4,87,2,2,5,4,8,5,1,3,67,2026,8,10,0
259,2,19,0,1,0,6,1,3,89,3,0,39,5,31,21,0,1,72,10,10,2,1,122,1,6,6,3,4,2,1,3,78,2026,8,16,6
260,4,17,0,2,4,6,0,8,86,3,2,39,13,27,17,1,2,76,8,8,6,1,126,1,3,6,8,4,5,3,1,88,2026,8,16,6
261,0,18,2,2,3,8,0,10,61,3,1,51,11,22,6,1,2,65,9,7,9,3,106,1,3,8,2,8,3,1,1,74,2026,8,22,5
262,2,18,0,0,4,8,1,8,69,4,2,42,15,32,30,0,1,52,4,4,10,5,122,2,3,8,8,9,2,3,1,85,2026,8,8,5
263,2,18,2,2,0,6,2,1,72,2,1,32,5,23,12,0,1,72,1,10,8,5,56,2,3,7,10,4,3,3,2,63,2026,8,12,2
264,6,19,1,2,4,8,0,5,60,5,1,32,13,16,9,0,2,61,10,1,10,1,136,2,2,6,1,3,4,3,2,70,2026,8,1,5
265,0,17,1,1,1,3,2,8,86,6,2,38,8,40,12,0,1,34,3,6,10,4,129,2,3,6,8,6,2,2,2,79,2026,8,6,3
266,1,16,2,0,3,3,2,5,59,6,0,45,12,35,7,0,2,52,6,5,3,4,129,0,2,7,4,8,4,1,3,89,2026,8,28,4
267,0,16,0,0,3,4,1,5,83,4,1,60,8,27,13,0,1,64,9,7,1,5,145,1,3,5,8,3,3,3,1,78,2026,8,19,2
268,9,20,2,2,3,4,1,10,72,4,1,55,7,21,26,1,1,32,4,6,6,4,136,2,3,7,6,2,2,2,1,60,2026,8,26,2
269,8,18,0,1,2,7,2,1,70,5,1,34,12,32,15,1,2,44,6,10,7,3,82,2,3,7,5,2,5,3,3,78,2026,8,6,3
270,5,19,2,1,2,0,2,2,75,4,0,52,12,28,20,1,2,32,7,4,2,3,66,0,5,5,2,1,2,3,3,79,2026,8,3,0
271,2,20,2,1,4,9,1,8,88,6,1,42,9,23,19,0,0,61,3,6,10,1,74,2,5,6,7,4,3,1,2,70,2026,8,25,1
272,9,16,2,2,2,2,1,9,85,3,2,42,11,25,26,0,2,67,1,9,4,3,94,1,6,5,9,10,5,3,1,60,2026,8,27,3
273,0,16,2,2,1,8,1,6,75,5,0,41,12,22,16,0,0,59,9,5,2,3,78,2,5,5,10,5,2,1,3,62,2026,8,22,5
274,7,18,1,0,3,6,2,5,90,6,0,56,11,20,29,0,2,79,8,10,3,1,132,2,4,6,7,1,2,2,3,71,2026,8,18,1
275,4,17,1,0,2,7,1,3,67,3,0,53,14,15,19,1,0,76,4,9,4,3,140,2,2,7,2,4,2,1,2,68,2026,8,25,1
276,6,20,1,1,2,3,0,1,89,4,1,57,6,26,12,1,2,43,8,1,8,2,85,2,2,7,3,4,2,2,3,73,2026,8,28,4
277,9,20,0,0,4,3,0,7,81,4,0,55,13,33,11,1,0,36,1,9,5,1,69,0,6,5,6,6,4,1,1,82,2026,8,11,1
278,0,17,0,1,0,0,0,10,61,3,1,55,10,20,20,0,0,50,10,4,3,2,77,0,2,5,8,4,4,1,3,70,2026,8,12,2
279,8,18,0,1,4,1,2,4,78,4,2,51,14,18,17,1,0,34,6,7,1,4,61,2,4,7,6,6,4,3,3,82,2026,8,7,4
280,4,18,1,2,0,6,2,2,52,4,1,31,5,19,10,0,1,50,3,7,3,3,126,0,4,8,10,9,2,1,2,89,2026,8,23,6
281,7,19,1,1,1,9,0,10,64,5,1,30,15,38,6,1,1,59,10,10,5,3,107,2,3,7,6,2,2,3,1,86,2026,8,13,3
282,5,17,0,1,1,7,1,1,75,6,2,60,15,33,28,0,2,58,5,4,6,3,89,0,2,5,6,5,5,3,2,81,2026,8,1,5
283,0,18,2,1,2,3,1,8,66,4,0,47,10,22,29,0,0,45,4,8,5,2,128,1,2,5,7,8,5,3,3,68,2026,8,25,1
284,1,20,1,1,4,2,1,9,88,2,1,46,5,25,9,1,0,60,7,10,6,3,71,1,3,5,1,4,4,3,2,64,2026,8,28,4
285,2,18,0,2,3,6,2,7,64,5,2,30,6,20,5,0,1,43,3,8,10,2,111,0,6,6,2,6,3,3,3,89,2026,8,13,3
286,8,20,0,2,4,5,1,3,57,2,1,45,10,37,9,1,1,56,8,6,4,5,96,1,2,7,2,3,3,3,2,82,2026,8,1,5
287,7,18,2,0,3,2,2,10,90,2,1,54,10,30,7,0,2,70,10,4,2,2,103,0,5,7,3,2,4,1,2,80,2026,8,13,3
288,3,20,2,1,0,3,1,2,60,3,1,50,6,15,13,1,1,55,6,2,9,1,146,1,5,8,3,4,5,2,2,73,2026,8,23,6
289,3,19,0,2,2,3,1,5,86,4,1,46,9,37,23,0,2,72,1,5,5,3,88,2,3,6,5,1,4,3,3,87,2026,8,20,3
290,5,20,1,2,3,5,0,9,53,4,1,32,7,33,13,1,0,71,1,6,1,5,77,0,3,6,1,1,3,3,3,90,2026,8,4,1
291,9,17,1,2,4,5,1,5,50,2,1,30,14,36,12,0,0,51,8,7,9,1,71,2,3,8,10,9,4,1,2,62,2026,8,27,3
292,9,16,0,1,2,6,1,7,90,4,2,38,5,26,25,1,1,75,9,1,9,3,58,1,4,8,3,6,2,3,3,62,2026,8,20,3
293,1,19,1,0,4,8,0,5,83,5,0,56,14,35,21,0,2,38,4,3,1,3,62,0,5,6,5,9,3,2,3,76,2026,8,12,2
294,6,16,0,2,0,1,1,3,86,3,2,48,6,34,25,0,0,67,1,10,7,5,87,1,2,6,5,6,3,3,2,83,2026,8,6,3
295,7,20,0,1,4,8,1,8,58,3,2,46,12,38,23,0,0,70,4,3,4,2,126,1,3,6,1,9,4,3,1,87,2026,8,25,1
296,3,19,1,0,3,8,1,10,84,2,0,50,6,33,17,1,2,36,2,8,6,3,140,1,6,5,7,5,4,3,2,74,2026,8,1,5
297,1,17,0,0,1,7,2,4,80,4,2,31,9,35,27,0,0,57,5,8,7,1,113,1,3,8,9,3,3,3,1,85,2026,8,8,5
298,8,16,2,2,2,5,0,8,58,4,0,33,8,17,14,1,1,73,10,10,8,2,69,0,3,6,3,1,2,1,3,65,2026,8,28,4
299,1,17,1,2,1,1,1,1,63,5,1,35,12,18,10,1,2,72,3,5,6,1,79,2,3,6,4,5,5,2,1,64,2026,8,11,1
300,0,16,2,1,4,8,2,2,57,3,0,52,10,30,18,1,2,33,3,7,1,4,150,0,5,5,10,4,3,2,2,83,2026,8,27,3
301,8,17,1,0,4,9,2,8,73,6,2,34,15,31,16,1,2,57,1,3,6,4,132,0,5,7,7,8,4,1,3,65,2026,8,23,6
302,7,18,2,0,1,7,0,1,54,3,0,32,7,17,23,1,1,61,6,1,7,1,83,2,4,8,2,10,3,1,3,83,2026,8,25,1
303,5,17,1,1,2,5,1,7,89,4,2,33,13,19,6,1,0,38,4,6,7,2,135,0,4,8,1,5,4,3,1,86,2026,8,14,4
304,8,20,1,2,2,4,1,10,64,5,0,47,5,32,27,1,1,37,1,8,7,4,150,1,2,7,3,8,4,1,3,80,2026,8,26,2
305,3,17,0,1,1,8,0,1,79,6,0,45,7,30,14,0,1,66,2,8,3,5,111,1,3,8,3,1,3,1,1,89,2026,8,17,0
306,1,16,2,0,3,0,0,7,51,6,1,56,9,39,24,0,1,52,5,3,3,4,61,2,5,5,9,1,4,3,3,68,2026,8,20,3
307,8,20,2,1,2,3,2,8,71,5,2,42,15,22,21,1,2,33,7,1,3,5,78,1,2,5,1,9,5,2,2,84,2026,8,7,4
308,7,17,1,0,4,8,1,8,78,4,2,50,14,23,27,1,0,63,3,5,3,1,66,1,3,7,6,3,4,3,3,85,2026,8,10,0
309,0,17,2,2,3,3,0,3,63,2,0,43,8,33,22,1,1,38,5,1,9,5,56,1,5,7,7,10,5,1,2,62,2026,8,14,4
310,3,17,1,2,1,6,2,9,53,2,2,49,8,40,20,1,1,74,4,2,6,1,74,0,4,6,3,9,2,3,2,74,2026,8,19,2
311,9,18,1,1,2,7,0,6,57,6,1,39,11,30,13,0,0,56,2,2,9,1,103,0,3,6,10,10,3,3,3,81,2026,8,17,0
312,5,18,0,1,1,2,1,6,81,3,2,38,14,16,24,0,0,66,1,9,5,5,92,1,4,8,6,9,3,3,2,86,2026,8,5,2
313,7,17,0,0,2,6,0,5,56,4,0,53,8,35,30,0,2,42,10,4,6,3,80,2,4,7,2,5,4,3,2,75,2026,8,15,5
314,5,20,0,2,4,9,1,9,77,5,2,58,9,25,9,1,2,63,9,1,1,3,112,1,5,5,4,3,2,1,1,66,2026,8,3,0
315,1,19,0,2,4,6,0,2,55,2,1,41,14,19,15,0,2,42,8,3,7,5,85,2,6,6,7,10,4,3,1,83,2026,8,23,6
316,6,17,1,0,3,5,1,5,59,3,0,42,7,26,7,1,0,76,8,9,4,4,81,2,6,8,9,2,4,1,2,74,2026,8,11,1
317,6,19,2,0,2,2,0,8,61,5,0,44,14,26,26,0,1,79,6,9,1,1,52,1,6,7,10,4,4,3,1,69,2026,8,23,6
318,6,20,0,1,3,7,2,10,67,5,1,31,8,20,24,1,1,59,6,2,1,3,112,0,3,5,5,4,3,3,3,80,2026,8,12,2
319,8,18,1,2,3,0,1,7,82,6,2,56,10,16,20,0,1,59,4,7,8,1,50,1,5,6,10,5,3,2,2,79,2026,8,15,5
320,7,16,1,0,1,7,0,2,80,6,0,48,15,28,10,1,2,31,7,7,5,3,99,1,2,7,1,4,4,1,3,74,2026,8,24,0
321,4,18,1,1,2,9,0,3,68,4,2,55,9,18,17,0,2,48,6,2,4,3,60,0,6,8,6,10,4,3,2,79,2026,8,12,2
322,5,20,2,1,1,2,2,6,73,6,1,52,15,16,7,1,2,61,1,7,5,4,150,0,3,8,3,3,3,2,2,60,2026,8,8,5
323,3,17,2,2,3,6,2,1,88,4,0,44,6,18,15,0,2,40,10,2,1,2,93,1,4,7,6,9,5,1,2,90,2026,8,24,0
324,4,20,2,0,3,3,2,9,57,4,0,33,8,35,9,1,1,43,6,3,5,2,92,0,4,5,10,10,3,1,1,62,2026,8,12,2
325,1,16,1,0,3,6,0,6,55,6,2,40,13,25,26,0,1,30,6,4,9,2,143,2,4,5,9,1,4,2,1,78,2026,8,3,0
326,9,19,0,2,2,3,1,2,59,3,1,33,5,34,23,1,0,53,4,6,6,2,70,2,3,6,8,8,5,1,1,79,2026,8,18,1
327,5,20,2,0,1,3,0,7,51,5,1,47,12,40,12,0,0,36,8,8,4,3,55,0,3,8,9,1,3,1,2,67,2026,8,13,3
328,3,16,0,0,0,5,2,4,56,6,1,39,5,34,6,1,0,67,7,7,2,4,142,2,4,8,2,2,3,1,2,74,2026,8,8,5
329,6,17,1,2,3,7,2,4,90,3,2,33,6,24,27,0,0,61,3,7,5,4,79,1,2,8,3,6,2,3,2,82,2026,8,12,2
330,1,20,1,1,3,4,2,2,58,5,0,41,9,28,27,1,1,30,2,1,6,2,58,1,6,8,4,10,3,2,2,63,2026,8,12,2
331,2,19,1,2,3,5,2,7,68,4,2,53,11,37,27,1,0,60,4,3,3,1,122,1,3,6,7,10,4,1,2,63,2026,8,1,5
332,0,18,1,2,0,3,1,2,50,6,0,33,11,38,11,1,1,33,9,4,10,1,89,2,4,6,7,10,3,2,2,84,2026,8,13,3
333,8,19,2,1,2,3,2,4,75,5,0,39,10,35,26,1,2,61,5,7,10,4,66,0,5,6,5,1,5,2,1,89,2026,8,4,1
334,6,20,2,0,2,3,1,3,77,4,1,54,8,17,28,0,0,64,1,3,5,1,80,0,4,6,8,10,2,1,1,81,2026,8,3,0
335,8,17,1,1,4,4,2,6,83,2,0,60,6,39,15,0,0,75,10,1,10,4,52,0,6,6,8,9,2,2,3,85,2026,8,9,6
336,9,17,1,2,2,4,1,9,64,6,2,57,14,17,27,0,1,79,7,8,1,4,89,1,4,6,3,10,4,3,1,61,2026,8,5,2
337,0,18,1,2,3,3,2,10,78,4,0,58,14,36,27,1,0,52,3,4,10,4,55,2,3,6,9,10,4,3,2,80,2026,8,2,6
338,4,18,0,1,4,3,2,5,56,2,0,48,14,26,18,0,2,47,9,5,1,3,115,1,6,6,3,8,2,1,2,84,2026,8,8,5
339,8,19,0,2,1,9,1,10,54,3,1,35,5,33,27,1,1,77,7,10,7,4,56,0,6,7,6,7,2,1,1,78,2026,8,18,1
340,8,18,1,2,1,6,1,7,62,6,0,33,13,34,28,1,1,49,3,3,3,1,84,1,5,5,8,3,4,2,1,62,2026,8,7,4
341,7,18,2,1,2,4,2,3,76,5,2,41,11,23,6,0,1,57,5,9,9,3,149,0,5,8,2,8,3,2,3,62,2026,8,18,1
342,5,19,1,0,3,0,1,5,64,4,0,43,12,40,22,0,1,79,5,8,4,5,112,0,4,5,1,8,4,3,1,78,2026,8,17,0
343,9,19,2,0,3,6,1,4,86,5,0,36,14,35,13,0,2,59,7,6,2,3,113,1,2,8,7,5,2,3,1,74,2026,8,10,0
344,0,18,2,1,0,6,1,2,74,3,2,30,12,24,5,0,0,77,7,6,3,5,127,1,3,8,2,4,4,2,2,77,2026,8,4,1
345,2,17,2,2,1,2,0,10,70,3,1,52,11,25,10,1,0,50,5,10,3,4,111,0,5,5,8,7,4,3,2,89,2026,8,8,5
346,3,19,2,1,1,9,1,2,76,6,1,54,6,30,21,1,2,50,9,7,1,1,107,2,2,8,5,7,4,1,2,71,2026,8,3,0
347,6,20,1,0,1,4,2,7,78,2,2,35,10,29,10,1,2,46,9,3,4,1,126,0,2,8,10,7,4,3,1,75,2026,8,19,2
348,0,16,2,1,3,6,1,1,62,2,1,33,7,19,11,1,0,53,8,7,5,5,93,0,3,7,10,10,4,3,1,73,2026,8,27,3
349,1,18,0,1,0,9,1,2,83,6,1,49,15,36,29,0,2,33,9,5,4,2,65,2,3,6,5,2,2,3,1,68,2026,8,18,1
350,8,18,1,1,2,3,2,3,64,4,1,47,13,36,6,1,1,60,7,5,8,4,105,1,6,6,7,7,2,3,1,89,2026,8,16,6
351,0,19,2,0,2,2,0,3,51,6,0,52,9,20,17,0,1,51,5,9,10,5,60,0,3,8,4,5,4,1,1,76,2026,8,15,5
352,5,20,2,0,3,7,2,3,89,3,2,59,5,26,9,0,1,46,9,5,5,1,144,1,3,6,3,7,2,3,1,64,2026,8,4,1
353,6,16,2,0,4,8,0,5,54,2,1,47,10,33,19,0,1,71,4,5,4,3,111,2,6,8,5,5,2,3,1,83,2026,8,8,5
354,7,18,1,0,0,5,0,3,86,2,2,59,11,23,20,1,2,77,8,8,2,3,105,0,6,5,7,10,4,3,3,62,2026,8,2,6
355,3,16,2,0,1,4,1,2,88,4,1,30,7,25,18,1,1,33,9,6,4,1,73,1,4,6,10,4,3,3,3,75,2026,8,22,5
356,3,17,2,2,1,0,1,10,57,4,1,35,14,15,21,1,1,53,6,10,10,5,133,1,2,6,10,9,5,2,1,66,2026,8,15,5
357,7,17,1,1,3,0,0,4,50,6,2,37,11,20,28,0,1,73,7,7,2,4,61,0,6,6,8,9,5,1,1,77,2026,8,16,6
358,2,19,1,0,3,7,2,6,76,4,0,59,13,17,8,1,0,74,9,8,6,2,76,1,6,8,9,4,3,3,2,63,2026,8,11,1
359,6,16,2,0,4,5,0,10,79,3,2,57,9,24,22,1,1,31,4,7,4,4,57,0,4,7,4,3,4,1,1,82,2026,8,24,0
360,5,18,1,1,3,6,1,10,87,3,1,48,6,29,17,0,0,49,5,7,9,1,118,1,6,6,10,4,3,1,2,63,2026,8,5,2
361,4,17,0,0,2,1,0,2,50,3,0,48,11,27,27,0,1,63,5,7,4,2,59,0,6,5,8,4,4,1,1,78,2026,8,10,0
362,8,17,0,0,4,1,0,1,74,5,2,45,13,15,9,0,0,61,7,6,10,5,136,1,3,5,7,1,2,2,1,86,2026,8,24,0
363,4,17,0,2,1,1,2,3,65,5,2,49,5,18,24,1,0,56,8,10,4,5,75,0,6,6,3,10,5,2,3,88,2026,8,15,5
364,2,17,1,1,4,3,0,1,85,6,0,60,14,40,8,0,1,76,9,8,7,1,145,0,4,6,3,8,3,3,1,64,2026,8,24,0
365,5,16,0,0,2,4,0,3,69,5,2,50,11,23,19,0,0,56,1,9,5,5,67,2,4,7,2,9,3,2,3,90,2026,8,25,1
366,5,19,2,0,4,4,0,10,71,2,1,34,7,29,11,0,2,66,10,10,9,3,141,1,5,8,4,7,2,2,3,77,2026,8,6,3
